image,capture_time,gps_latitude,gps_longitude,title,caption,export_tags,export_galleries
20121020@165429,2012-10-20T16:54:29,,,"Pinto bean","Pinto bean. Close up of dried Pinto bean. The pinto bean is a variety of the common bean. It is the most popular bean in the United States and northwestern Mexico, and is most often eaten whole in broth or mashed and refried. Either whole or mashed, it is a common filling for burritos.","2012-10-20|2012-10|2012|Micro 4/3|macro|50mm|canonfd|dry|Pinto|bean|legume|vegetable|background|raw|seed|close up|still life","Timeline 2012"
20121020@165748,2012-10-20T16:57:48,,,"Castelluccio lentils","Castelluccio lentils. Close up of dried Castelluccio lentils. The lentil is an edible pulse. It is a bushy annual plant of the legume family, known for its lens-shaped seeds. It is about 40 cm tall, and the seeds grow in pods, usually with two seeds in each.","2012-10-20|2012-10|2012|Micro 4/3|macro|50mm|canonfd|dry|Castelluccio|lentil|legume|vegetable|Italian|typical|background|raw|seed|close up|still life","Timeline 2012"
20121226@123826,2012-12-26T12:38:26,43.7205527777783,13.221055555555,"Rotonda in a winter morning","Rotonda in a winter morning.","2012-12-26|2012-12|2012|winter|morning|Senigallia harbor|Senigallia|Ancona|Marche|Italy|Europe|harbor|Micro 4/3|24mm|canonfd|Rotonda a mare|Senigallia|Ancona|Marche|Italy|Europe|Adriatic|Mediterranean|sea|Monte Conero|Ancona|Marche|Italy|Europe|Tenset","Portfolio|Senigallia City and Seaside|Timeline 2012"
20121226@124033,2012-12-26T12:40:33,43.722205555555,13.2224083333333,"Senigallia harbor","Senigallia harbor.","2012-12-26|2012-12|2012|winter|morning|Senigallia harbor|Senigallia|Ancona|Marche|Italy|Europe|harbor|Micro 4/3|24mm|canonfd|Adriatic|Mediterranean|sea|river|SenigalliaMareCollina|Book","Book Senigallia Mare Collina|Senigallia City and Seaside|Timeline 2012"
20121226@125048,2012-12-26T12:50:48,43.7227166666667,13.222675,"Looking at sea by the lighthouse","Looking at sea by the lighthouse.","2012-12-26|2012-12|2012|winter|morning|Senigallia harbor|Senigallia|Ancona|Marche|Italy|Europe|harbor|Micro 4/3|24mm|canonfd|lighthouse|yellow|watching","Senigallia City and Seaside|Timeline 2012"
20121226@125648,2012-12-26T12:56:48,43.722205555555,13.2224083333333,"Monte Conero from Senigallia in winter","Monte Conero from Senigallia in winter.","2012-12-26|2012-12|2012|winter|morning|Senigallia harbor|Senigallia|Ancona|Marche|Italy|Europe|harbor|Micro 4/3|24mm|canonfd|Monte Conero|Ancona|Marche|Italy|Europe|seascape|outdoor|Adriatic|Mediterranean|sea","Seascape|Senigallia City and Seaside|Timeline 2012"
20121226@131218,2012-12-26T13:12:18,43.7226527777783,13.2219666666667,"Looking at sea by the lighthouse","Looking at sea by the lighthouse.","2012-12-26|2012-12|2012|winter|morning|Senigallia harbor|Senigallia|Ancona|Marche|Italy|Europe|harbor|Micro 4/3|24mm|canonfd|lighthouse|Adriatic|Mediterranean|sea|watching|shore operated stationary lift net|lift net|fishing net|SenigalliaMareCollina|Book|yellow","Book Senigallia Mare Collina|Senigallia City and Seaside|Timeline 2012"
20121229@154704,2012-12-29T15:47:04,43.7220027777783,13.2223,"Sup surfing","Sup surfing.","2012-12-29|2012-12|2012|winter|afternoon|harbor|Micro 4/3|canonfd|macro|50mm|sup|surf|paddle|gold light|seascape|outdoor|Adriatic|Mediterranean|sea|Senigallia|Ancona|Marche|Italy|Europe","Seascape|Senigallia City and Seaside|Timeline 2012"
20121229@155522,2012-12-29T15:55:22,43.7220027777783,13.2223,"Sup surfing","Sup surfing.","2012-12-29|2012-12|2012|winter|afternoon|harbor|Micro 4/3|canonfd|macro|50mm|sup|surf|paddle|gold light|Senigallia|Ancona|Marche|Italy|Europe|Adriatic|Mediterranean|sea|seascape|outdoor|Tenset","Portfolio|Seascape|Senigallia City and Seaside|Timeline 2012"
20121231@113845,2012-12-31T11:38:45,43.7206138888883,13.2210111111117,"Sup surfing","Sup surfing.","2012-12-31|2012-12|2012|winter|morning|Senigallia|Ancona|Marche|Italy|Europe|harbor|Micro 4/3|canonfd|200mm|Rotonda a mare|Senigallia|Ancona|Marche|Italy|Europe|sup|Adriatic|Mediterranean|sea","Senigallia City and Seaside|Timeline 2013"
20121231@113949,2012-12-31T11:39:49,43.7206138888883,13.2210111111117,"Sup surfing","Sup surfing.","2012-12-31|2012-12|2012|winter|morning|Senigallia|Ancona|Marche|Italy|Europe|harbor|Micro 4/3|canonfd|200mm|sup|Adriatic|Mediterranean|sea","Senigallia City and Seaside|Timeline 2013"
20130105@163050,2013-01-05T16:30:50,43.7203361111117,13.221030555555,Seascape,Seascape.,"2013-01-05|2013-01|2013|winter|afternoon|harbor|Micro 4/3|pink sky|gold light|Adriatic|Mediterranean|sea|seascape|outdoor|Tenset","Portfolio|Seascape|Senigallia City and Seaside|Timeline 2013"
20130209@123225,2013-02-09T12:32:25,,,Cloudscape,Cloudscape.,"2013-02-09|2013-02|2013|morning|winter|Senigallia|Ancona|Marche|Italy|Europe|Micro 4/3|cloudscape|outdoor","Cloudscape|Timeline 2013"
20090801@201236,2009-08-01T20:12:36.10,43.7180936833333,13.2195997166667,"Chimney reflected at the harbor","Chimney reflected at the harbor.","2009-08-01|2009-08|2009|reflection|chimney|harbor|green|yellow|seascape|outdoor|summer|sunset|Senigallia harbor|Senigallia|Ancona|Marche|Italy|Europe|SenigalliaMareCollina|Book","Book Senigallia Mare Collina|Seascape|Senigallia City and Seaside|Timeline 2009"
20090801@202517,2009-08-01T20:25:17.20,43.7209316666667,13.2206726166667,"Resting seagulls","Resting seagulls.","2009-08-01|2009-08|2009|resting|seagull|bird|harbor|street lamp|seascape|outdoor|summer|sunset|Senigallia harbor|Senigallia|Ancona|Marche|Italy|Europe|SenigalliaMareCollina|Book","Book Senigallia Mare Collina|Seascape|Senigallia City and Seaside|Timeline 2009"
20090801@204115,2009-08-01T20:41:15.50,43.7180936833333,13.2195997166667,"Chimney reflected at the harbor","Chimney reflected at the harbor.","2009-08-01|2009-08|2009|reflection|harbor|seascape|outdoor|summer|sunset|Senigallia harbor|Senigallia|Ancona|Marche|Italy|Europe|SenigalliaMareCollina|Book","Book Senigallia Mare Collina|Seascape|Senigallia City and Seaside|Timeline 2009"
20100103@160240,2010-01-03T16:02:40.90,43.7227150333333,13.2219708,"Watching the sea","Watching the sea.","2010-01-03|2010-01|2010|harbor|lighthouse|red|Adriatic|Mediterranean|sea|shore operated stationary lift net|lift net|fishing net|cloud|winter|afternoon|Senigallia harbor|Senigallia|Ancona|Marche|Italy|Europe|SenigalliaMareCollina|Book|watching","Book Senigallia Mare Collina|Senigallia City and Seaside|Timeline 2010"
20100103@162321,2010-01-03T16:23:21.60,43.7200865,13.2208871833333,"Walking on the Senigallia's beach","Walking on the Senigallia's beach.","2010-01-03|2010-01|2010|walking|harbor|Adriatic|Mediterranean|sea|cloud|winter|afternoon|Senigallia harbor|Senigallia|Ancona|Marche|Italy|Europe|SenigalliaMareCollina|Book|Rotonda a mare|Senigallia|Ancona|Marche|Italy|Europe|Monte Conero|Ancona|Marche|Italy|Europe","Book Senigallia Mare Collina|Senigallia City and Seaside|Timeline 2010"
20100414@192642,2010-04-14T19:26:42.20,43.7217690833333,13.2215201833333,"Harbor in progress","Harbor in progress.","2010-04-14|2010-04|2010|harbor|Adriatic|Mediterranean|sea|spring|dusk|Senigallia harbor|Senigallia|Ancona|Marche|Italy|Europe|SenigalliaMareCollina|Book|cloud|lighthouse|green","Book Senigallia Mare Collina|Senigallia City and Seaside|Timeline 2010"
20100414@193352,2010-04-14T19:33:52.40,43.7217690833333,13.2215201833333,"Sea horizon","Sea horizon.","2010-04-14|2010-04|2010|Adriatic|Mediterranean|sea|spring|dusk|Senigallia harbor|Senigallia|Ancona|Marche|Italy|Europe|SenigalliaMareCollina|Book|cloud|seascape|outdoor","Book Senigallia Mare Collina|Portfolio|Seascape|Senigallia City and Seaside|Timeline 2010"
20101014@143919,2010-10-14T14:39:19.00,43.7178610666667,13.2233440833333,"Senigallia beach in autumn","Senigallia beach in autumn.",2010-10-14|2010-10|2010|beach|fall|afternoon|Senigallia|Ancona|Marche|Italy|Europe|SenigalliaMareCollina|Book|chimney|Adriatic|Mediterranean|sea,"Book Senigallia Mare Collina|Senigallia City and Seaside|Timeline 2010"
20101216@075158,2010-12-16T07:51:58.80,43.7195359666667,13.22065115,"Senigallia under the snow","Senigallia under the snow.","2010-12-16|2010-12|2010|running|harbor|street lamp|snow|winter|morning|Senigallia harbor|Senigallia|Ancona|Marche|Italy|Europe|SenigalliaMareCollina|Book|Adriatic|Mediterranean|sea","Book Senigallia Mare Collina|Senigallia City and Seaside|Timeline 2010"
20110603@101957,2011-06-03T10:19:57,43.7207766666667,13.2211766666667,"The first bath of June","The first bath of June.","2011-06-03|2011-06|2011|beach|Adriatic|Mediterranean|sea|wave|summer|morning|Senigallia|Ancona|Marche|Italy|Europe|SenigalliaMareCollina|Book|Rotonda a mare|Senigallia|Ancona|Marche|Italy|Europe|bathing","Book Senigallia Mare Collina|Senigallia City and Seaside|Timeline 2011"
20120722@162121,2012-07-22T16:21:21,43.7228222222217,13.221530555555,"Waves against the lighthouse","Waves against the lighthouse.","2012-07-22|2012-07|2012|Micro 4/3|harbor|lighthouse|wave|summer|afternoon|Senigallia|Ancona|Marche|Italy|Europe|SenigalliaMareCollina|Book|yellow|red|shore operated stationary lift net|lift net|fishing net|Adriatic|Mediterranean|sea","Book Senigallia Mare Collina|Senigallia City and Seaside|Timeline 2012"
20120722@165445,2012-07-22T16:54:45,43.7219,13.2222027777783,"Surfers in Senigallia","Surfers in Senigallia.","2012-07-22|2012-07|2012|Micro 4/3|harbor|wave|summer|afternoon|Senigallia|Ancona|Marche|Italy|Europe|SenigalliaMareCollina|Book|Adriatic|Mediterranean|sea|seascape|outdoor","Book Senigallia Mare Collina|Seascape|Senigallia City and Seaside|Timeline 2012"
20120919@102402,2012-09-19T10:24:02,43.7191527777783,13.2206083333333,"High-rise reflection","High-rise reflection.",2012-09-19|2012-09|2012|square|harbor|summer|morning|Senigallia|Ancona|Marche|Italy|Europe|SenigalliaMareCollina|Book|reflection,"Book Senigallia Mare Collina|Senigallia City and Seaside|Timeline 2012"
20120919@102552,2012-09-19T10:25:52,43.7191527777783,13.2206083333333,"High-rise against the sky","High-rise against the sky.",2012-09-19|2012-09|2012|square|harbor|high-rise|blue|orange|summer|morning|Senigallia|Ancona|Marche|Italy|Europe|SenigalliaMareCollina|Book,"Book Senigallia Mare Collina|Senigallia City and Seaside|Timeline 2012"
20120919@110501,2012-09-19T11:05:01,43.7199972222217,13.221355555555,"Stacked buildings","Stacked buildings.",2012-09-19|2012-09|2012|square|chimney|harbor|high-rise|summer|morning|Senigallia|Ancona|Marche|Italy|Europe|SenigalliaMareCollina|Book,"Book Senigallia Mare Collina|Senigallia City and Seaside|Timeline 2012"
20120919@112055,2012-09-19T11:20:55,43.7215277777783,13.2219972222217,Mt,"Mt. Conero through haze.","2012-09-19|2012-09|2012|square|harbor|summer|morning|Monte Conero|Ancona|Marche|Italy|Europe|Senigallia|Ancona|Marche|Italy|Europe|SenigalliaMareCollina|Book|Adriatic|Mediterranean|sea|cloud|seascape|outdoor","Book Senigallia Mare Collina|Seascape|Senigallia City and Seaside|Timeline 2012"
20121006@152456,2012-10-06T15:24:56,43.722669444445,13.2220527777783,"Three sailboat in a row","Three sailboat in a row.","2012-10-06|2012-10|2012|Micro 4/3|macro|50mm|canonfd|harbor|sail|boat|fall|afternoon|Senigallia|Ancona|Marche|Italy|Europe|SenigalliaMareCollina|Book|Adriatic|Mediterranean|sea","Book Senigallia Mare Collina|Senigallia City and Seaside|Timeline 2012"
20121226@123211,2012-12-26T12:32:11,43.7205527777783,13.221055555555,"Winter Morning","Winter Morning.","2012-12-26|2012-12|2012|Micro 4/3|24mm|canonfd|harbor|winter|morning|Senigallia harbor|Senigallia|Ancona|Marche|Italy|Europe|SenigalliaMareCollina|Book","Book Senigallia Mare Collina|Senigallia City and Seaside|Timeline 2012"
20121226@130757,2012-12-26T13:07:57,43.7216527777783,13.2213138888883,"Winter Morning","Winter Morning.","2012-12-26|2012-12|2012|Micro 4/3|24mm|canonfd|harbor|winter|morning|Senigallia harbor|Senigallia|Ancona|Marche|Italy|Europe|SenigalliaMareCollina|Book","Book Senigallia Mare Collina|Senigallia City and Seaside|Timeline 2012"
20121226@131244,2012-12-26T13:12:44,43.7226527777783,13.2219666666667,"Winter Morning","Winter Morning.","2012-12-26|2012-12|2012|Micro 4/3|24mm|canonfd|harbor|winter|morning|Senigallia harbor|Senigallia|Ancona|Marche|Italy|Europe|SenigalliaMareCollina|Book","Book Senigallia Mare Collina|Senigallia City and Seaside|Timeline 2012"
20121229@155835,2012-12-29T15:58:35,43.7220027777783,13.2223,"Sup surfing","Sup surfing.","2012-12-29|2012-12|2012|Micro 4/3|macro|50mm|canonfd|gold light|harbor|paddle|surf|sup|winter|afternoon|SenigalliaMareCollina|Book|Adriatic|Mediterranean|sea|Senigallia|Ancona|Marche|Italy|Europe|Monte Conero|Ancona|Marche|Italy|Europe|seascape|outdoor","Book Senigallia Mare Collina|Seascape|Senigallia City and Seaside|Timeline 2012"
20121229@162027,2012-12-29T16:20:27,43.722530555555,13.2219888888883,"Looking down","Looking down.","2012-12-29|2012-12|2012|Micro 4/3|macro|50mm|canonfd|gold light|harbor|lighthouse|shore operated stationary lift net|lift net|fishing net|winter|afternoon|SenigalliaMareCollina|Book|Senigallia|Ancona|Marche|Italy|Europe|yellow|red|Adriatic|Mediterranean|sea","Book Senigallia Mare Collina|Senigallia City and Seaside|Timeline 2012"
20130104@150152,2013-01-04T15:01:52,43.7202333333333,13.220919444445,"Searching for clamshells","Searching for clamshells.","2013-01-04|2013-01|2013|Micro 4/3|harbor|cloud|winter|morning|Rotonda a mare|Senigallia|Ancona|Marche|Italy|Europe|SenigalliaMareCollina|Book|Adriatic|Mediterranean|sea|beach|Senigallia|Ancona|Marche|Italy|Europe","Book Senigallia Mare Collina|Senigallia City and Seaside|Timeline 2013"
20130104@151201,2013-01-04T15:12:01,43.7213416666667,13.2219611111117,Seascape,Seascape.,"2013-01-04|2013-01|2013|Micro 4/3|harbor|cloud|winter|morning|SenigalliaMareCollina|Book|Adriatic|Mediterranean|sea|seascape|outdoor|Senigallia|Ancona|Marche|Italy|Europe","Book Senigallia Mare Collina|Seascape|Senigallia City and Seaside|Timeline 2013"
20130105@162004,2013-01-05T16:20:04,43.7185861111117,13.2199722222217,"Harbor reflections","Harbor reflections.","2013-01-05|2013-01|2013|Micro 4/3|reflection|chimney|harbor|boat|winter|afternoon|SenigalliaMareCollina|Book|Senigallia|Ancona|Marche|Italy|Europe","Book Senigallia Mare Collina|Senigallia City and Seaside|Timeline 2013"
20130105@162254,2013-01-05T16:22:54,43.7197583333333,13.2202138888883,"Harbor reflections","Harbor reflections.","2013-01-05|2013-01|2013|Micro 4/3|reflection|harbor|winter|afternoon|SenigalliaMareCollina|Book|Senigallia|Ancona|Marche|Italy|Europe","Book Senigallia Mare Collina|Senigallia City and Seaside|Timeline 2013"
20130105@163022,2013-01-05T16:30:22,43.7203361111117,13.221030555555,"Searching for clamshells","Searching for clamshells.","2013-01-05|2013-01|2013|Micro 4/3|harbor|winter|afternoon|SenigalliaMareCollina|Book|Senigallia|Ancona|Marche|Italy|Europe|Adriatic|Mediterranean|sea|beach|Monte Conero|Ancona|Marche|Italy|Europe","Book Senigallia Mare Collina|Senigallia City and Seaside|Timeline 2013"
20130105@163105,2013-01-05T16:31:05,43.7203361111117,13.221030555555,"A beautiful winter afternoon","A beautiful winter afternoon.","2013-01-05|2013-01|2013|Micro 4/3|harbor|lighthouse|street lamp|winter|afternoon|SenigalliaMareCollina|Book|Senigallia|Ancona|Marche|Italy|Europe|Adriatic|Mediterranean|sea","Book Senigallia Mare Collina|Senigallia City and Seaside|Timeline 2013"
20130105@163205,2013-01-05T16:32:05,43.722719444445,13.222644444445,"Pink sky","Pink sky.","2013-01-05|2013-01|2013|Micro 4/3|gold light|harbor|winter|afternoon|SenigalliaMareCollina|Book|Senigallia|Ancona|Marche|Italy|Europe|Adriatic|Mediterranean|sea|Monte Conero|Ancona|Marche|Italy|Europe|seascape|outdoor","Book Senigallia Mare Collina|Seascape|Senigallia City and Seaside|Timeline 2013"
20101014@143826,2010-10-14T14:38:26.90,43.7178610666667,13.2233440833333,"Rotonda a mare in autumn","Rotonda a mare in autumn.","2010-10-14|2010-10|2010|beach|fall|afternoon|Senigallia|Ancona|Marche|Italy|Europe|SenigalliaMareCollina|Book|Rotonda a mare|Senigallia|Ancona|Marche|Italy|Europe|Adriatic|Mediterranean|sea","Book Senigallia Mare Collina|Senigallia City and Seaside|Timeline 2010"
20121229@161338,2012-12-29T16:13:38,43.722530555555,13.2219888888883,"Cycling at the harbor","Cycling at the harbor.","2012-12-29|2012-12|2012|Micro 4/3|macro|50mm|canonfd|bicycling|walking|harbor|winter|afternoon|SenigalliaMareCollina|Book|Senigallia|Ancona|Marche|Italy|Europe|Adriatic|Mediterranean|sea","Book Senigallia Mare Collina|Senigallia City and Seaside|Timeline 2012"
20121229@161533,2012-12-29T16:15:33,43.722530555555,13.2219888888883,"Walking at the harbor","Walking at the harbor.","2012-12-29|2012-12|2012|Micro 4/3|macro|50mm|canonfd|walking|harbor|winter|afternoon|SenigalliaMareCollina|Book|Senigallia|Ancona|Marche|Italy|Europe|Adriatic|Mediterranean|sea|Monte Conero|Ancona|Marche|Italy|Europe","Book Senigallia Mare Collina|Senigallia City and Seaside|Timeline 2012"
20121229@154517,2012-12-29T15:45:17,43.7220027777783,13.2223,"Lift net","Lift net.","2012-12-29|2012-12|2012|Micro 4/3|macro|50mm|canonfd|harbor|shore operated stationary lift net|lift net|fishing net|winter|afternoon|SenigalliaMareCollina|Book|Senigallia|Ancona|Marche|Italy|Europe|Adriatic|Mediterranean|sea","Book Senigallia Mare Collina|Senigallia City and Seaside|Timeline 2012"
20121229@161209,2012-12-29T16:12:09,43.722530555555,13.2219888888883,"Golden hour in Senigallia harbor","Golden hour in Senigallia harbor.","2012-12-29|2012-12|2012|Micro 4/3|macro|50mm|canonfd|walking|harbor|lighthouse|sea|shore operated stationary lift net|lift net|fishing net|winter|afternoon|SenigalliaMareCollina|Book|Senigallia|Ancona|Marche|Italy|Europe|yellow|red","Book Senigallia Mare Collina|Senigallia City and Seaside|Timeline 2012"
20100815@142821,2010-08-15T12:28:21,43.7093617666667,13.1459140833333,"Green slope with clouds","Green slope with clouds.",2010-08-15|2010-08|2010|blue|green|hill|sky|outdoor|summer|afternoon|Roncitelli|Ancona|Marche|Italy|Europe|SenigalliaMareCollina|Book|Senigallia|Ancona|Marche|Italy|Europe|cloud|field|countryside,"Book Senigallia Mare Collina|Senigallia Hills|Timeline 2010"
20100508@163233,2010-05-08T16:32:33.90,43.7166940333333,13.17883015,"Olive tree and bushes","Olive tree and bushes. Olive tree with a foreground of green wheat and a background of bushes and blue sky.",2010-05-08|2010-05|2010|blue|green|field|countryside|hill|olive|tree|wheat|sky|outdoor|summer|afternoon|Ponticelli|Scapezzano|Ancona|Marche|Italy|Europe|SenigalliaMareCollina|Book|Senigallia|Ancona|Marche|Italy|Europe,"Book Senigallia Mare Collina|Senigallia Hills|Timeline 2010"
20100508@163007,2010-05-08T16:30:07.60,43.7166940333333,13.17883015,"Wheat fields with traces","Wheat fields with traces. Green wheat field with trees and tractor traces.",2010-05-08|2010-05|2010|green|field|countryside|hill|wheat|summer|afternoon|Ponticelli|Scapezzano|Ancona|Marche|Italy|Europe|SenigalliaMareCollina|Book|Senigallia|Ancona|Marche|Italy|Europe|tree,"Book Senigallia Mare Collina|Senigallia Hills|Timeline 2010"
20100508@164935,2010-05-08T16:49:35.90,43.7166940333333,13.17883015,"Green wheat field with grass","Green wheat field with grass. Green wheat field on a hill with grass in the foreground.",2010-05-08|2010-05|2010|green|field|countryside|hill|wheat|summer|afternoon|Ponticelli|Scapezzano|Ancona|Marche|Italy|Europe|SenigalliaMareCollina|Book|Senigallia|Ancona|Marche|Italy|Europe,"Book Senigallia Mare Collina|Portfolio|Senigallia Hills|Timeline 2010"
20100731@184019,2010-07-31T16:40:19.70,43.70793475,13.1316232666667,"Green wheatgrains field","Green wheatgrains field.",2010-07-31|2010-07|2010|green|field|countryside|hill|summer|afternoon|Roncitelli|Ancona|Marche|Italy|Europe|SenigalliaMareCollina|Book|Senigallia|Ancona|Marche|Italy|Europe|tree,"Book Senigallia Mare Collina|Senigallia Hills|Timeline 2010"
20120825@165053,2012-08-25T16:50:53,43.7076966242967,13.1319498728783,"Threshed Field","Threshed Field.",2012-08-25|2012-08|2012|100mm|canonfd|plowed|field|countryside|threshed|field|countryside|hill|tree|summer|afternoon|SenigalliaMareCollina|Book,"Book Senigallia Mare Collina|Senigallia Hills|Timeline 2012"
20090718@135557,2009-07-18T13:55:57.20,43.7094509333333,13.1461876666667,"Roncitelli's hills","Roncitelli's hills.",2009-07-18|2009-07|2009|bright|green|yellow|hill|tree|landscape|outdoor|afternoon|Roncitelli|Ancona|Marche|Italy|Europe|SenigalliaMareCollina|Book,"Book Senigallia Mare Collina|Senigallia Hills|Timeline 2009"
20100731@184259,2010-07-31T16:42:59.40,43.70793475,13.1316232666667,"Treshed wheatgrains field","Treshed wheatgrains field.",2010-07-31|2010-07|2010|yellow|field|countryside|hill|summer|afternoon|Roncitelli|Ancona|Marche|Italy|Europe|SenigalliaMareCollina|Book,"Book Senigallia Mare Collina|Senigallia Hills|Timeline 2010"
20090804@155225,2009-08-04T15:52:25.10,43.7242812666667,13.1413865166667,"Sea horizon and hills","Sea horizon and hills.",2009-08-04|2009-08|2009|landscape|outdoor|summer|afternoon|Scapezzano|Ancona|Marche|Italy|Europe|SenigalliaMareCollina|Book,"Book Senigallia Mare Collina|Senigallia Hills|Timeline 2009"
20080816@151105,2008-08-16T15:11:05.30,43.7389955166667,13.1529307333333,"Hill with sunflowers","Hill with sunflowers.","2008-08-16|2008-08|2008|field|countryside|hill|sunflower|flower|sky|outdoor|summer|afternoon|Cesano di Senigallia|Ancona|Marche|Italy|Europe|SenigalliaMareCollina|Book","Book Senigallia Mare Collina|Timeline 2008"
20100710@150018,2010-07-10T15:00:18.70,43.7093152333333,13.1459355333333,"Sunflowers field","Sunflowers field.",2010-07-10|2010-07|2010|yellow|field|countryside|sunflower|flower|summer|afternoon|Roncitelli|Ancona|Marche|Italy|Europe|SenigalliaMareCollina|Book|Senigallia|Ancona|Marche|Italy|Europe,"Book Senigallia Mare Collina|Timeline 2010"
20100508@163710,2010-05-08T16:37:10.10,43.7166940333333,13.17883015,"Poppy from below","Poppy from below.",2010-05-08|2010-05|2010|blue|red|poppy|flower|sky|outdoor|cloud|summer|afternoon|Ponticelli|Scapezzano|Ancona|Marche|Italy|Europe|SenigalliaMareCollina|Book|Senigallia|Ancona|Marche|Italy|Europe|backlight,"Book Senigallia Mare Collina|Portfolio|Timeline 2010"
20090718@135354,2009-07-18T13:53:54.00,43.7094509333333,13.1461876666667,"Roncitelli's hills","Roncitelli's hills.",2009-07-18|2009-07|2009|bright|blue|green|yellow|hill|tree|landscape|outdoor|afternoon|Roncitelli|Ancona|Marche|Italy|Europe|SenigalliaMareCollina|Book,"Book Senigallia Mare Collina|Senigallia Hills|Timeline 2009"
20080816@141724,2008-08-16T14:17:24.80,43.7044989333333,13.1384575333333,"Road to the hill","Road to the hill.",2008-08-16|2008-08|2008|hill|cypresses|tree|sky|outdoor|road|cloud|summer|afternoon|Roncitelli|Ancona|Marche|Italy|Europe|SenigalliaMareCollina|Book,"Book Senigallia Mare Collina|Timeline 2008"
20100815@142736,2010-08-15T12:27:36,43.7093617666667,13.1459140833333,"Green field with electic poles","Green field with electic poles.","2010-08-15|2010-08|2010|blue|green|hill|transmission tower|sky|outdoor|summer|afternoon|Roncitelli|Ancona|Marche|Italy|Europe|SenigalliaMareCollina|Book|Senigallia|Ancona|Marche|Italy|Europe","Book Senigallia Mare Collina|Senigallia Hills|Timeline 2010"
20130714@141431,2013-07-14T15:14:31,43.7076866224517,13.1321596836767,"Threshed fields in the hills around Senigallia","Threshed fields in the hills around Senigallia.",2013-07-14|2013-07|2013|canonfd|summer|afternoon|Senigallia|Ancona|Marche|Italy|Europe|hill|yellow|tree|threshed|field|countryside,"Senigallia Hills|Timeline 2013"
20130714@141938,2013-07-14T15:19:38,43.7078397354283,13.1319051390183,"Two trees and a green hill","Two trees and a green hill.",2013-07-14|2013-07|2013|canonfd|summer|afternoon|Senigallia|Ancona|Marche|Italy|Europe|hill|field|countryside|tree|green|sunflower|flower,"Senigallia Hills|Timeline 2013"
20130714@145901,2013-07-14T15:59:01,43.73918691573,13.1531974213483,"Threshed fields in the hills around Senigallia","Threshed fields in the hills around Senigallia.",2013-07-14|2013-07|2013|canonfd|summer|afternoon|Senigallia|Ancona|Marche|Italy|Europe|hill|yellow|tree|threshed|field|countryside,"Senigallia Hills|Timeline 2013"
20130728@153932,2013-07-28T15:39:32,43.7244916666667,13.13805,"Trees and sunflowers field","Trees and sunflowers field.",2013-07-28|2013-07|2013|summer|afternoon|Senigallia|Ancona|Marche|Italy|Europe|hill|field|countryside|sunflower|flower|green|tree|canonfd,"Senigallia Hills|Timeline 2013"
20130728@154854,2013-07-28T15:48:54,43.7204111111117,13.1310666666667,"Tree and sunflowers field","Tree and sunflowers field.",2013-07-28|2013-07|2013|summer|afternoon|Senigallia|Ancona|Marche|Italy|Europe|hill|field|countryside|sunflower|flower|green|tree|canonfd,"Senigallia Hills|Timeline 2013"
20130816@213222,2013-08-16T21:32:22,43.7053361111117,13.1865,"L'Altra Opera, Giuseppe Verdi, agricoltore","L'Altra Opera, Giuseppe Verdi, agricoltore. La compagnia Babelia&C. ha proposto un lato inedito del Maestro nello spettacolo 'L’Altra Opera, Giuseppe Verdi, agricoltore', di e con Roberta Biagiarelli e Sandro Fabiani, per la drammaturgia di Renata M. Molinari, che si è tenuto venerdì 16 agosto 2013, ore 21.15, al Museo di Storia della Mezzadria 'Sergio Anselmi' di Senigallia, nell'ambito della nona edizione della rassegna 'Uomini e Paesaggi'.","2013-08-16|2013-08|2013|Micro 4/3|canonfd|85mm|L'altra opera di Giuseppe Verdi|theatre|Roberta Biagiarelli|actor|entertainer|Sandro Fabiani|actor|entertainer|night|summer|Museo di Storia della Mezzadria|Senigallia|Ancona|Marche|Italy|Europe","Timeline 2013"
20130816@213333,2013-08-16T21:33:33,43.7053361111117,13.1865,"L'Altra Opera, Giuseppe Verdi, agricoltore","L'Altra Opera, Giuseppe Verdi, agricoltore. La compagnia Babelia&C. ha proposto un lato inedito del Maestro nello spettacolo 'L’Altra Opera, Giuseppe Verdi, agricoltore', di e con Roberta Biagiarelli e Sandro Fabiani, per la drammaturgia di Renata M. Molinari, che si è tenuto venerdì 16 agosto 2013, ore 21.15, al Museo di Storia della Mezzadria 'Sergio Anselmi' di Senigallia, nell'ambito della nona edizione della rassegna 'Uomini e Paesaggi'.","2013-08-16|2013-08|2013|Micro 4/3|canonfd|85mm|L'altra opera di Giuseppe Verdi|theatre|Roberta Biagiarelli|actor|entertainer|Sandro Fabiani|actor|entertainer|night|summer|Museo di Storia della Mezzadria|Senigallia|Ancona|Marche|Italy|Europe","Timeline 2013"
