image,capture_time,gps_latitude,gps_longitude,title,caption,export_tags,export_galleries
20191123@140556-1090025-hdr,2019-11-23T14:05:56.000,41.8904223833333,12.4923050666667,"Wandering in the Colosseum","The Colosseum is an elliptical amphitheatre in the centre of the city of Rome, Italy, just east of the Roman Forum.",|afternoon|Europe|Italy|Lazio|Roma|ruins,""
20191123@145358-1090123-hdr,2019-11-23T14:53:58.000,41.8911384,12.4861261666667,"The Imperial Fora, Rome.","The Imperial Fora (Fori Imperiali in Italian) are a series of monumental fora (public squares), constructed in Rome over a period of one and a half centuries, between 46 BC and 113 AD. The fora were the center of the Roman Republic and of the Roman Empire.",|afternoon|Europe|Italy|Lazio|Roma|ruins,""
20200106@135039-4700,2020-01-06T13:50:39.000,43.7231227333333,13.2221341666667,"Lighthouse in a clear winter morning",,|harbor|Europe|Italy|Marche|Ancona|Senigallia|yellow|lighthouse|morning|wave|winter|sea|Mediterranean|Adriatic,"||Senigallia City and Seaside"
20200602@153257-1090634,2020-06-02T15:32:57.000,43.7201863833333,13.1317225833333,"Wheath field",,|Europe|Italy|Marche|Ancona|Senigallia|cloud|spring|afternoon|hill|countryside|field|wheat,"||Senigallia Hills"
20200602@153418-1090637,2020-06-02T15:34:18.000,43.7201863833333,13.1317225833333,"Wheath field",,|Europe|Italy|Marche|Ancona|Senigallia|spring|afternoon|hill|countryside|field|wheat,"||Senigallia Hills"
20200621@114804-1090704,2020-06-21T11:48:04.000,43.4201638666667,12.9630737166667,Cloudscape,,|cloud|morning|summer|mountain|Europe|Italy|Marche|Ancona|Genga,||Cloudscape
20200621@115214-1090712,2020-06-21T11:52:14.000,43.4201854166667,12.9630221666667,Cloudscape,,|cloud|morning|summer|mountain|Europe|Italy|Marche|Ancona|Genga,||Cloudscape
20210130@114303-4963,2021-01-30T11:43:03.000,,,Orchid,,|flower|orchid,""
20210130@122021-1090941,2021-01-30T12:20:21.000,,,Orchid,,|flower|orchid,""
20210130@124848-1040419,2021-01-30T12:48:48.000,,,Orchid,,|flower|orchid,""
20210206@082958-1040484,2021-02-06T08:29:58.000,43.7232278166667,13.2220242333333,"Lighthouse in foggy winter morning",,|harbor|Europe|Italy|Marche|Ancona|Senigallia|morning|winter|fog,"||Senigallia City and Seaside"
20210220@175039-1040573,2021-02-20T17:50:39.000,43.72246425,13.2220004666667,"Lighthouse in a winter blue hour",,|harbor|Europe|Italy|Marche|Ancona|Senigallia|afternoon|winter,"||Senigallia City and Seaside"
20210424@111632-1040853,2021-04-24T11:16:32.000,43.6768154,13.2289449666667,"Mustard flowers",,|Europe|Italy|Marche|Ancona|Senigallia|yellow|spring|morning|hill|countryside|field|flower|mustard,"||Senigallia Hills"
20210424@111800-1040856,2021-04-24T11:18:00.000,43.6768154,13.2289449666667,"Mustard field",,|Europe|Italy|Marche|Ancona|Senigallia|yellow|cloud|spring|morning|hill|countryside|field|flower|mustard,"||Senigallia Hills"
20210501@112858-1040956,2021-05-01T11:28:58.000,,,"Wild mountain orchid",,|flower|spring|morning|mountain|Europe|Italy|Marche|Ancona|Sassoferrato,""
20210501@112942-1040957,2021-05-01T11:29:42.000,,,"Yellow mountain flowers",,|flower|spring|morning|mountain|Europe|Italy|Marche|Ancona|Sassoferrato,""
20210501@122355-1050035,2021-05-01T12:23:55.000,,,"Toward Monte Strega",,|spring|morning|mountain|Europe|Italy|Marche|Ancona|Sassoferrato,""
20210501@131244-1050073,2021-05-01T13:12:44.000,43.4483702333333,12.7822428166667,"Monte Strega",,|spring|morning|mountain|Europe|Italy|Marche|Ancona|Sassoferrato,""
20210501@131710-1050079,2021-05-01T13:17:10.000,43.4483702333333,12.7822428166667,"Monte Strega",,|spring|morning|mountain|Europe|Italy|Marche|Ancona|Sassoferrato,""
20210501@132353-1050082,2021-05-01T13:23:53.000,43.4483702333333,12.7822428166667,"Monte Strega",,|spring|morning|mountain|Europe|Italy|Marche|Ancona|Sassoferrato|cross,""
20210508@171707-1050108,2021-05-08T17:17:07.000,43.7217885833333,13.2210734333333,"Red lighthouse at the harbor entrance",,|harbor|Europe|Italy|Marche|Ancona|Senigallia|lighthouse|red|spring|afternoon|sea|Mediterranean|Adriatic,"||Senigallia City and Seaside"
20210522@114014-1050167,2021-05-22T11:40:14.000,,,"Pink rose, detail",,|spring|morning|flower|rose,""
20210602@133354-1050184,2021-06-02T13:33:54.000,43.7188922333333,13.1570802333333,"Wild grass and clouds",,|Europe|Italy|Marche|Ancona|Senigallia|cloud|spring|hill|countryside|field,"||Senigallia Hills"
20210602@135526-1050207,2021-06-02T13:55:26.000,43.7067209333333,13.133584,"Wheat field and clouds",,|Europe|Italy|Marche|Ancona|Senigallia|cloud|spring|hill|countryside|field|wheat,"||Senigallia Hills"
20210602@140610-1050222,2021-06-02T14:06:10.000,43.7076399833333,13.1316152666667,"Wheat field with detail of ears",,|Europe|Italy|Marche|Ancona|Senigallia|cloud|spring|hill|countryside|field|wheat,"||Senigallia Hills"
20210602@141226-1050238,2021-06-02T14:12:26.000,,,"Ear of wheat wit ladybug",,|Europe|Italy|Marche|Ancona|Senigallia|spring|hill|countryside|field|wheat|insect|ladybug,"||Senigallia Hills"
20210603@124427-5093,2021-06-03T12:44:27.000,43.72221675,13.2218503666667,"Three sailboats",,|harbor|Europe|Italy|Marche|Ancona|Senigallia|spring|sea|Mediterranean|Adriatic|boat|sail,"||Senigallia City and Seaside"
20210621@202442-5138,2021-06-21T20:24:42.000,43.7218529166667,13.2210794833333,"Red lighthouse at the harbor entrance",,|harbor|Europe|Italy|Marche|Ancona|Senigallia|lighthouse|evening|summer|sea|Mediterranean|Adriatic,"||Portfolio|Senigallia City and Seaside"
20210621@202710-5142,2021-06-21T20:27:10.000,43.7222716333333,13.22176075,"Sunset from the harbor",,|harbor|Europe|Italy|Marche|Ancona|Senigallia|evening|summer|sea|Mediterranean|Adriatic|outdoor|sun,"||Senigallia City and Seaside"
20210621@203126-5150,2021-06-21T20:31:26.000,43.7228647833333,13.2219914,"Sunset from the harbor",,|harbor|Europe|Italy|Marche|Ancona|Senigallia|evening|summer|sea|Mediterranean|Adriatic|outdoor|sun,"||Portfolio|Senigallia City and Seaside"
20210621@212146-5207,2021-06-21T21:21:46.000,43.7230489166667,13.2221174666667,"Red lighthouse at night",,|harbor|Europe|Italy|Marche|Ancona|Senigallia|lighthouse|red|evening|summer|sea|Mediterranean|Adriatic|Tenset,"||Portfolio|Senigallia City and Seaside"
20210621@213054-5214,2021-06-21T21:30:54.000,43.7230489166667,13.2221174666667,"Yellow lighthouse at night",,|harbor|Europe|Italy|Marche|Ancona|Senigallia|yellow|lighthouse|evening|summer|sea|Mediterranean|Adriatic,"||Senigallia City and Seaside"
20210621@213321-5215,2021-06-21T21:33:21.000,43.7230489166667,13.2221174666667,"Green lighthouse at night",,|harbor|Europe|Italy|Marche|Ancona|Senigallia|green|lighthouse|evening|summer|sea|Mediterranean|Adriatic|Tenset,"||Portfolio|Senigallia City and Seaside"
20210621@214256-5219,2021-06-21T21:42:56.000,43.7218414,13.2210861833333,"Red lighthouse at night",,|harbor|Europe|Italy|Marche|Ancona|Senigallia|lighthouse|red|evening|summer|sea|Mediterranean|Adriatic,"||Portfolio|Senigallia City and Seaside"
20210626@132816-1050325,2021-06-26T13:28:16.000,43.7370544333333,13.16276925,"Wheat field with detail of ears, and sea on the horizon",,|Europe|Italy|Marche|Ancona|Senigallia|afternoon|summer|hill|countryside|field|wheat,"||Senigallia Hills"
20210626@135644-1050348,2021-06-26T13:56:44.000,43.7076891833333,13.1317824,Cloudscape,,|Europe|Italy|Marche|Ancona|Senigallia|cloud|afternoon|summer|hill|outdoor|cloudscape,||Cloudscape
20210626@141152-1050366,2021-06-26T14:11:52.000,43.7076891833333,13.1317824,"Threshed wheat",,|Europe|Italy|Marche|Ancona|Senigallia|afternoon|summer|hill|wheat|countryside|field|threshed|parched,"||Senigallia Hills"
20210626@143301-1050380,2021-06-26T14:33:01.000,43.7389380666667,13.1528732,"Threshed field",,|Europe|Italy|Marche|Ancona|Senigallia|afternoon|summer|hill|countryside|field|wheat|countryside|field|threshed,"||Senigallia Hills"
20210626@143402-1050383,2021-06-26T14:34:02.000,43.7389380666667,13.1528732,"Threshed field",,|Europe|Italy|Marche|Ancona|Senigallia|afternoon|summer|hill|countryside|field|wheat|countryside|field|threshed,"||Senigallia Hills"
20210626@143436-1050386,2021-06-26T14:34:36.000,43.7389380666667,13.1528732,"Threshed field",,|Europe|Italy|Marche|Ancona|Senigallia|afternoon|summer|hill|countryside|field|wheat|countryside|field|threshed,"||Senigallia Hills"
20210626@143732-1050392,2021-06-26T14:37:32.000,43.7389380666667,13.1528732,"Ripe wheat",,|Europe|Italy|Marche|Ancona|Senigallia|afternoon|summer|hill|countryside|field|wheat,"||Senigallia Hills"
20210703@122138-1050404,2021-07-03T12:21:38.000,43.7034214833333,13.1936680166667,"Sunflowers field",,|Europe|Italy|Marche|Ancona|Senigallia|morning|summer|flower|sunflower,"||Senigallia Hills"
20210703@123621-1050429,2021-07-03T12:36:21.000,43.7034214833333,13.1936680166667,"Sunflower detail",,|Europe|Italy|Marche|Ancona|Senigallia|morning|summer|flower|sunflower,"||Senigallia Hills"
20210724@140853-1050822,2021-07-24T14:08:53.000,43.6627218166667,13.1376614666667,"Wild oat against the sky",,"|Europe|Italy|Marche|Ancona|Senigallia|morning|summer|hill|wild oat","||Senigallia Hills"
20210724@145431-1050881,2021-07-24T14:54:31.000,43.7156343,13.1163894166667,"Wild oat, detail",,"|Europe|Italy|Marche|Ancona|Senigallia|morning|summer|hill|wild oat","||Senigallia Hills"
20210817@120129-1050945,2021-08-17T12:01:29.000,43.46985595,12.6934822666667,"Monte Catria",,"|cloud|morning|summer|mountain|countryside|field|threshed|Europe|Italy|Marche|Pesaro - Urbino|Frontone|Mount Catria",""
20210817@120439-1050952,2021-08-17T12:04:39.000,43.46985595,12.6934822666667,"Monte Catria",,"|cloud|morning|summer|mountain|countryside|field|threshed|christmas|tree|Europe|Italy|Marche|Pesaro - Urbino|Frontone|Mount Catria",""
20210817@123638-1060015,2021-08-17T12:36:38.000,43.4679872,12.701722,"Monte Catria",,"|cloud|morning|summer|mountain|Europe|Italy|Marche|Pesaro - Urbino|Frontone|Mount Catria|mammal|cow|marchigiana",""
20210817@124712-1060028,2021-08-17T12:47:12.000,43.4662936,12.7038436333333,"Monte Catria",,"|cloud|morning|summer|mountain|Europe|Italy|Marche|Pesaro - Urbino|Frontone|Mount Catria|mammal|cow|marchigiana",""
20210817@124831-1060030,2021-08-17T12:48:31.000,43.4662936,12.7038436333333,"Monte Catria",,"|cloud|morning|summer|mountain|Europe|Italy|Marche|Pesaro - Urbino|Frontone|Mount Catria",""
20210817@125823-1060042,2021-08-17T12:58:23.000,43.4663480833333,12.7046214833333,"Monte Catria",,"|morning|summer|mountain|Europe|Italy|Marche|Pesaro - Urbino|Frontone|Mount Catria|mammal|cow|marchigiana",""
20210817@135826-1060091,2021-08-17T13:58:26.000,43.4623572333333,12.7057775,"Monte Catria",,"|cloud|afternoon|summer|mountain|Europe|Italy|Marche|Pesaro - Urbino|Frontone|Mount Catria|mammal|cow|marchigiana",""
20210817@140318-1060103,2021-08-17T14:03:18.000,43.4623572333333,12.7057775,"Monte Catria",,"|cloud|afternoon|summer|mountain|Europe|Italy|Marche|Pesaro - Urbino|Frontone|Mount Catria",""
20210817@140552-1060107,2021-08-17T14:05:52.000,43.4617109166667,12.7054180666667,"Monte Catria",,"|cloud|afternoon|summer|mountain|cross|Europe|Italy|Marche|Pesaro - Urbino|Frontone|Mount Catria",""
20210817@140849-1060117,2021-08-17T14:08:49.000,43.4611463,12.7044578666667,"Monte Catria",,"|cloud|afternoon|summer|mountain|cross|Europe|Italy|Marche|Pesaro - Urbino|Frontone|Mount Catria",""
20210817@140940-1060119,2021-08-17T14:09:40.000,43.4611463,12.7044578666667,"Monte Catria",,"|cloud|afternoon|summer|mountain|Europe|Italy|Marche|Pesaro - Urbino|Frontone|Mount Catria",""
20210817@141017-1060121,2021-08-17T14:10:17.000,43.4611463,12.7044578666667,"Monte Catria",,"|cloud|afternoon|summer|mountain|Europe|Italy|Marche|Pesaro - Urbino|Frontone|Mount Catria",""
20210817@141433-1060128,2021-08-17T14:14:33.000,43.4611463,12.7044578666667,"Monte Catria",,"|cloud|afternoon|summer|mountain|Europe|Italy|Marche|Pesaro - Urbino|Frontone|Mount Catria",""
20210817@143925-1060164,2021-08-17T14:39:25.000,43.4611463,12.7044578666667,"Monte Catria",,"|cloud|afternoon|summer|mountain|cross|Europe|Italy|Marche|Pesaro - Urbino|Frontone|Mount Catria",""
20210817@145741-1060202,2021-08-17T14:57:41.000,43.46154735,12.7046804833333,"Monte Catria",,"|cloud|afternoon|summer|mountain|Europe|Italy|Marche|Pesaro - Urbino|Frontone|Mount Catria",""
20210817@150125-1060209,2021-08-17T15:01:25.000,43.4623494833333,12.7057493333333,"Monte Catria",,"|afternoon|summer|mountain|Europe|Italy|Marche|Pesaro - Urbino|Frontone|Mount Catria|mammal|cow|marchigiana",""
20210817@150616-1060222,2021-08-17T15:06:16.000,43.4623494833333,12.7057493333333,"Monte Catria",,"|cloud|afternoon|summer|mountain|Europe|Italy|Marche|Pesaro - Urbino|Frontone|Mount Catria|mammal|cow|marchigiana",""
20210817@150733-1060224,2021-08-17T15:07:33.000,43.4639804666667,12.70710225,"Monte Catria",,"|cloud|afternoon|summer|mountain|Europe|Italy|Marche|Pesaro - Urbino|Frontone|Mount Catria",""
20210825@100334-1100484,2021-08-25T10:03:34.000,38.712124,-9.1402552,"Convento da Ordem do Carmo, Lisbon, Portugal","The Convent of Our Lady of Mount Carmel (Portuguese: Convento da Ordem do Carmo) is a former Catholic convent located in the civil parish of Santa Maria Maior, municipality of Lisbon, Portugal. The medieval convent was ruined during the sequence of the 1755 Lisbon earthquake, and the destroyed Gothic Church of Our Lady of Mount Carmel (Portuguese: Igreja do Carmo) on the southern facade of the convent is the main trace of the great earthquake still visible in the old city.","|summer|Europe|Portugal|Lisbon|church|convent|Europe|Portugal|Lisbon|Convento da Ordem do Carmo",""
20210825@100752-1100493,2021-08-25T10:07:52.000,38.712124,-9.1402552,"Convento da Ordem do Carmo, Lisbon, Portugal","The Convent of Our Lady of Mount Carmel (Portuguese: Convento da Ordem do Carmo) is a former Catholic convent located in the civil parish of Santa Maria Maior, municipality of Lisbon, Portugal. The medieval convent was ruined during the sequence of the 1755 Lisbon earthquake, and the destroyed Gothic Church of Our Lady of Mount Carmel (Portuguese: Igreja do Carmo) on the southern facade of the convent is the main trace of the great earthquake still visible in the old city.","|summer|Europe|Portugal|Lisbon|church|convent|Europe|Portugal|Lisbon|Convento da Ordem do Carmo",""
20210825@101009-1100498,2021-08-25T10:10:09.000,38.712124,-9.1402552,"Convento da Ordem do Carmo, Lisbon, Portugal","The Convent of Our Lady of Mount Carmel (Portuguese: Convento da Ordem do Carmo) is a former Catholic convent located in the civil parish of Santa Maria Maior, municipality of Lisbon, Portugal. The medieval convent was ruined during the sequence of the 1755 Lisbon earthquake, and the destroyed Gothic Church of Our Lady of Mount Carmel (Portuguese: Igreja do Carmo) on the southern facade of the convent is the main trace of the great earthquake still visible in the old city.","|summer|statue|Europe|Portugal|Lisbon|church|convent|Europe|Portugal|Lisbon|Convento da Ordem do Carmo",""
20210825@103540-1100524,2021-08-25T10:35:40.000,38.7125596333333,-9.14156468333333,"Buildings with Azulejo, Lisbon, Portugal","Azulejo is a form of Portuguese and Spanish painted tin-glazed ceramic tilework. Azulejos are found on the interior and exterior of churches, palaces, ordinary houses, schools, and nowadays, restaurants, bars and even railways or subway stations. They are an ornamental art form, but also had a specific functional capacity like temperature control in homes.",|summer|Europe|Portugal|Lisbon|decoration|azulejo,""
20210825@103718-1100526,2021-08-25T10:37:18.000,38.7125596333333,-9.14156468333333,"Buildings with Azulejo, Lisbon, Portugal","Azulejo is a form of Portuguese and Spanish painted tin-glazed ceramic tilework. Azulejos are found on the interior and exterior of churches, palaces, ordinary houses, schools, and nowadays, restaurants, bars and even railways or subway stations. They are an ornamental art form, but also had a specific functional capacity like temperature control in homes.",|summer|Europe|Portugal|Lisbon|decoration|azulejo,""
20210825@104036-1100529,2021-08-25T10:40:36.000,38.7132172,-9.14312035,"Buildings with Azulejo, Lisbon, Portugal","Azulejo is a form of Portuguese and Spanish painted tin-glazed ceramic tilework. Azulejos are found on the interior and exterior of churches, palaces, ordinary houses, schools, and nowadays, restaurants, bars and even railways or subway stations. They are an ornamental art form, but also had a specific functional capacity like temperature control in homes.",|summer|Europe|Portugal|Lisbon|decoration|azulejo,""
20210825@104224-1100534,2021-08-25T10:42:24.000,38.7132172,-9.14312035,"Buildings with Azulejo, Lisbon, Portugal","Azulejo is a form of Portuguese and Spanish painted tin-glazed ceramic tilework. Azulejos are found on the interior and exterior of churches, palaces, ordinary houses, schools, and nowadays, restaurants, bars and even railways or subway stations. They are an ornamental art form, but also had a specific functional capacity like temperature control in homes.",|summer|Europe|Portugal|Lisbon|decoration|azulejo,""
20210825@111430-1100546,2021-08-25T11:14:30.000,38.7141583166667,-9.14395045,"Ascensor da Glória, Lisbon, Portugal","The Glória Funicular (Portuguese: Ascensor da Glória) is a funicular railway line in the civil parish of Santo António, in the municipality of Lisbon, Portugal. It connects the Pombaline downtown (at the Restauradores Square) with the Bairro Alto (Garden/ Overlook of São Pedro de Alcântara).","|summer|cable car|Europe|Portugal|Lisbon",""
20210825@111447-1100548,2021-08-25T11:14:47.000,38.7141583166667,-9.14395045,"Ascensor da Glória, Lisbon, Portugal","The Glória Funicular (Portuguese: Ascensor da Glória) is a funicular railway line in the civil parish of Santo António, in the municipality of Lisbon, Portugal. It connects the Pombaline downtown (at the Restauradores Square) with the Bairro Alto (Garden/ Overlook of São Pedro de Alcântara).","|summer|cable car|Europe|Portugal|Lisbon",""
20210825@120014-1100556,2021-08-25T12:00:14.000,38.7120430166667,-9.13969856666667,"Elevador de Santa Justa, Lisbon, Portugal","The Santa Justa Lift (Portuguese: Elevador de Santa Justa), also called Carmo Lift (Portuguese: Elevador do Carmo), is an elevator in the civil parish of Santa Justa, in the historic center of Lisbon, Portugal. Situated at the end of Rua de Santa Justa, it connects the lower streets of the Baixa with the higher Largo do Carmo (Carmo Square).","|summer|Europe|Portugal|Lisbon|lift|Europe|Portugal|Lisbon|Elevador de Santa Justa",""
20210825@120326-1100560,2021-08-25T12:03:26.000,38.7120430166667,-9.13969856666667,"Elevador de Santa Justa, Lisbon, Portugal","The Santa Justa Lift (Portuguese: Elevador de Santa Justa), also called Carmo Lift (Portuguese: Elevador do Carmo), is an elevator in the civil parish of Santa Justa, in the historic center of Lisbon, Portugal. Situated at the end of Rua de Santa Justa, it connects the lower streets of the Baixa with the higher Largo do Carmo (Carmo Square).","|summer|Europe|Portugal|Lisbon|lift|Europe|Portugal|Lisbon|Elevador de Santa Justa",""
20210825@120550-1100563,2021-08-25T12:05:50.000,38.7121010666667,-9.1394163,"Elevador de Santa Justa, Lisbon, Portugal","The Santa Justa Lift (Portuguese: Elevador de Santa Justa), also called Carmo Lift (Portuguese: Elevador do Carmo), is an elevator in the civil parish of Santa Justa, in the historic center of Lisbon, Portugal. Situated at the end of Rua de Santa Justa, it connects the lower streets of the Baixa with the higher Largo do Carmo (Carmo Square).","|summer|Europe|Portugal|Lisbon|lift|Europe|Portugal|Lisbon|Elevador de Santa Justa",""
20210825@122203-1100574,2021-08-25T12:22:03.000,38.7077376166667,-9.13652241666667,"Praça do Comércio, Lisbon, Portugal","The Praça do Comércio is a large, harbour-facing square in Portugal's capital, Lisbon, being one of the largest in Portugal, with 175 by 175 m (574 by 574 ft), that is, 30,600 m2 (329,000 ft2). Facing the Tagus (Tejo) to the South, the city square is still commonly known in Portuguese as Terreiro do Paço as it hosted the Paço da Ribeira (Royal Palace of Ribeira) until it was destroyed by the great 1755 Lisbon earthquake (the subway station located there is still called after the old name of the square). After the earthquake, the square was completely remodeled as part of the rebuilding of the Pombaline Downtown (Baixa), ordered by Sebastião José de Carvalho e Melo, 1st Marquis of Pombal, who was (chief) Minister of Portugal from 1750 to 1777, during the reign of the Portuguese King José I.","|summer|arcade|Europe|Portugal|Lisbon|Europe|Portugal|Lisbon|Praça do Comércio",""
20210825@122517-1100581,2021-08-25T12:25:17.000,38.7077376166667,-9.13652241666667,"Praça do Comércio, Lisbon, Portugal","The Praça do Comércio is a large, harbour-facing square in Portugal's capital, Lisbon, being one of the largest in Portugal, with 175 by 175 m (574 by 574 ft), that is, 30,600 m2 (329,000 ft2). Facing the Tagus (Tejo) to the South, the city square is still commonly known in Portuguese as Terreiro do Paço as it hosted the Paço da Ribeira (Royal Palace of Ribeira) until it was destroyed by the great 1755 Lisbon earthquake (the subway station located there is still called after the old name of the square). After the earthquake, the square was completely remodeled as part of the rebuilding of the Pombaline Downtown (Baixa), ordered by Sebastião José de Carvalho e Melo, 1st Marquis of Pombal, who was (chief) Minister of Portugal from 1750 to 1777, during the reign of the Portuguese King José I.","|summer|statue|Europe|Portugal|Lisbon|Europe|Portugal|Lisbon|Praça do Comércio",""
20210825@122833-1100590,2021-08-25T12:28:33.000,38.7077376166667,-9.13652241666667,"Praça do Comércio, Lisbon, Portugal","The Praça do Comércio is a large, harbour-facing square in Portugal's capital, Lisbon, being one of the largest in Portugal, with 175 by 175 m (574 by 574 ft), that is, 30,600 m2 (329,000 ft2). Facing the Tagus (Tejo) to the South, the city square is still commonly known in Portuguese as Terreiro do Paço as it hosted the Paço da Ribeira (Royal Palace of Ribeira) until it was destroyed by the great 1755 Lisbon earthquake (the subway station located there is still called after the old name of the square). After the earthquake, the square was completely remodeled as part of the rebuilding of the Pombaline Downtown (Baixa), ordered by Sebastião José de Carvalho e Melo, 1st Marquis of Pombal, who was (chief) Minister of Portugal from 1750 to 1777, during the reign of the Portuguese King José I.","|summer|Europe|Portugal|Lisbon|Europe|Portugal|Lisbon|Praça do Comércio|river|Tagus",""
20210825@151031-1100602,2021-08-25T15:10:31.000,38.71090085,-9.1299209,"Alfama, Lisbon, Portugal","The Alfama is the oldest neighborhood of Lisbon, spreading on the slope between the São Jorge Castle and the Tagus river. Its name comes from the Arabic Al-hamma (الحَمّة), meaning ""hot fountains"" or ""baths,"" akin to ""hammam"" (حَمَّام). It contains many important historical attractions, as well as an abundance of Fado bars and restaurants.",|summer|Europe|Portugal|Lisbon,""
20210825@151259-1100604,2021-08-25T15:12:59.000,38.7112375833333,-9.12975315,"Alfama, Lisbon, Portugal","The Alfama is the oldest neighborhood of Lisbon, spreading on the slope between the São Jorge Castle and the Tagus river. Its name comes from the Arabic Al-hamma (الحَمّة), meaning ""hot fountains"" or ""baths,"" akin to ""hammam"" (حَمَّام). It contains many important historical attractions, as well as an abundance of Fado bars and restaurants.",|summer|Europe|Portugal|Lisbon,""
20210825@151540-1100610,2021-08-25T15:15:40.000,38.7113961166667,-9.12994771666667,"Alfama, Lisbon, Portugal","The Alfama is the oldest neighborhood of Lisbon, spreading on the slope between the São Jorge Castle and the Tagus river. Its name comes from the Arabic Al-hamma (الحَمّة), meaning ""hot fountains"" or ""baths,"" akin to ""hammam"" (حَمَّام). It contains many important historical attractions, as well as an abundance of Fado bars and restaurants.",|summer|Europe|Portugal|Lisbon,""
20210825@151902-1100617,2021-08-25T15:19:02.000,38.7117152333333,-9.12999383333333,"Alfama, Lisbon, Portugal","The Alfama is the oldest neighborhood of Lisbon, spreading on the slope between the São Jorge Castle and the Tagus river. Its name comes from the Arabic Al-hamma (الحَمّة), meaning ""hot fountains"" or ""baths,"" akin to ""hammam"" (حَمَّام). It contains many important historical attractions, as well as an abundance of Fado bars and restaurants.",|summer|Europe|Portugal|Lisbon,""
20210825@152037-1100620,2021-08-25T15:20:37.000,38.7119727666667,-9.13018556666667,"Alfama, Lisbon, Portugal","The Alfama is the oldest neighborhood of Lisbon, spreading on the slope between the São Jorge Castle and the Tagus river. Its name comes from the Arabic Al-hamma (الحَمّة), meaning ""hot fountains"" or ""baths,"" akin to ""hammam"" (حَمَّام). It contains many important historical attractions, as well as an abundance of Fado bars and restaurants.",|summer|Europe|Portugal|Lisbon,""
20210825@152112-1100621,2021-08-25T15:21:12.000,38.7119727666667,-9.13018556666667,"Alfama, Lisbon, Portugal","The Alfama is the oldest neighborhood of Lisbon, spreading on the slope between the São Jorge Castle and the Tagus river. Its name comes from the Arabic Al-hamma (الحَمّة), meaning ""hot fountains"" or ""baths,"" akin to ""hammam"" (حَمَّام). It contains many important historical attractions, as well as an abundance of Fado bars and restaurants.",|summer|graffiti|Europe|Portugal|Lisbon,""
20210825@152234-1100622,2021-08-25T15:22:34.000,38.7118924833333,-9.12995413333333,"Alfama, Lisbon, Portugal","The Alfama is the oldest neighborhood of Lisbon, spreading on the slope between the São Jorge Castle and the Tagus river. Its name comes from the Arabic Al-hamma (الحَمّة), meaning ""hot fountains"" or ""baths,"" akin to ""hammam"" (حَمَّام). It contains many important historical attractions, as well as an abundance of Fado bars and restaurants.",|summer|Europe|Portugal|Lisbon|river|Tagus,""
20210825@152459-1100626,2021-08-25T15:24:59.000,38.7118924833333,-9.12995413333333,"Alfama, Lisbon, Portugal","The Alfama is the oldest neighborhood of Lisbon, spreading on the slope between the São Jorge Castle and the Tagus river. Its name comes from the Arabic Al-hamma (الحَمّة), meaning ""hot fountains"" or ""baths,"" akin to ""hammam"" (حَمَّام). It contains many important historical attractions, as well as an abundance of Fado bars and restaurants.",|summer|Europe|Portugal|Lisbon|river|Tagus,""
20210825@153051-1100633,2021-08-25T15:30:51.000,38.7126379166667,-9.13081798333333,"Alfama, Lisbon, Portugal","The Alfama is the oldest neighborhood of Lisbon, spreading on the slope between the São Jorge Castle and the Tagus river. Its name comes from the Arabic Al-hamma (الحَمّة), meaning ""hot fountains"" or ""baths,"" akin to ""hammam"" (حَمَّام). It contains many important historical attractions, as well as an abundance of Fado bars and restaurants.",|summer|graffiti|Europe|Portugal|Lisbon,""
20210825@153111-1100634,2021-08-25T15:31:11.000,38.7126379166667,-9.13081798333333,"Alfama, Lisbon, Portugal","The Alfama is the oldest neighborhood of Lisbon, spreading on the slope between the São Jorge Castle and the Tagus river. Its name comes from the Arabic Al-hamma (الحَمّة), meaning ""hot fountains"" or ""baths,"" akin to ""hammam"" (حَمَّام). It contains many important historical attractions, as well as an abundance of Fado bars and restaurants.",|summer|graffiti|Europe|Portugal|Lisbon,""
20210825@154727-1100650,2021-08-25T15:47:27.000,38.7122984666667,-9.13371761666667,"Castelo de São Jorge, Lisbon, Portugal","São Jorge Castle (Portuguese: Castelo de São Jorge) is a historic castle in the Portuguese capital of Lisbon, located in the freguesia of Santa Maria Maior.","|summer|castle|Europe|Portugal|Lisbon|Europe|Portugal|Lisbon|Praça do Comércio|river|Tagus|Europe|Portugal|Lisbon|Castelo de São Jorge",""
20210825@155750-1100663,2021-08-25T15:57:50.000,38.7122984666667,-9.13371761666667,"Convento da Ordem do Carmo, Lisbon, Portugal","The Convent of Our Lady of Mount Carmel (Portuguese: Convento da Ordem do Carmo) is a former Catholic convent located in the civil parish of Santa Maria Maior, municipality of Lisbon, Portugal. The medieval convent was ruined during the sequence of the 1755 Lisbon earthquake, and the destroyed Gothic Church of Our Lady of Mount Carmel (Portuguese: Igreja do Carmo) on the southern facade of the convent is the main trace of the great earthquake still visible in the old city.","|summer|Europe|Portugal|Lisbon|Europe|Portugal|Lisbon|Convento da Ordem do Carmo|Europe|Portugal|Lisbon|Elevador de Santa Justa",""
